%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.Longtitude,field.Altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1580344239224821954,1,1580344239224076986,,42.338635,-71.0882016667,34.1,327976.447745,4689487.39927,19,T
1580344240730553888,2,1580344240729933977,,42.338635,-71.0882016667,34.1,327976.447745,4689487.39927,19,T
1580344242235744229,3,1580344242235188961,,42.338635,-71.0882016667,34.1,327976.447745,4689487.39927,19,T
1580344245246883685,4,1580344245246198892,,42.338635,-71.0882016667,34.1,327976.447745,4689487.39927,19,T
1580344246752848688,5,1580344246752228975,,42.33864,-71.088205,34.3,327976.186772,4689487.96122,19,T
1580344248258768850,6,1580344248257926940,,42.33864,-71.0882066667,34.5,327976.049469,4689487.96459,19,T
1580344249764545469,7,1580344249763922929,,42.3386383333,-71.08821,34.6,327975.770316,4689487.78627,19,T
1580344251270390825,8,1580344251269790887,,42.33864,-71.0882083333,34.6,327975.912165,4689487.96797,19,T
1580344254281511270,9,1580344254280618906,,42.33864,-71.0882083333,34.6,327975.912165,4689487.96797,19,T
1580344255787695812,10,1580344255786959886,,42.33864,-71.0882116667,34.8,327975.637557,4689487.97471,19,T
1580344257293887640,11,1580344257293162107,,42.3386416667,-71.0882133333,34.8,327975.504799,4689488.16315,19,T
1580344258798030452,12,1580344258797739982,,42.3386416667,-71.0882166667,35.0,327975.230191,4689488.1699,19,T
1580344260305006494,13,1580344260304315090,,42.3386416667,-71.0882166667,35.0,327975.230191,4689488.1699,19,T
1580344263315897978,14,1580344263315239906,,42.33864,-71.08822,35.2,327974.951039,4689487.99157,19,T
1580344264821940500,15,1580344264821310997,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344266328269605,16,1580344266327486991,,42.33864,-71.088225,35.3,327974.539127,4689488.00169,19,T
1580344267832884144,17,1580344267832259893,,42.33864,-71.088225,35.3,327974.539127,4689488.00169,19,T
1580344269338092187,18,1580344269337655067,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344272349277197,19,1580344272348588943,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344273855051603,20,1580344273854347944,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344275361243215,21,1580344275360593080,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344276868459300,22,1580344276867974042,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344278376798940,23,1580344278376117944,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344281392681063,24,1580344281391921997,,42.3386383333,-71.0882233333,35.3,327974.671886,4689487.81324,19,T
1580344282901278913,25,1580344282900727987,,42.3386383333,-71.0882233333,35.3,327974.671886,4689487.81324,19,T
1580344284409093185,26,1580344284408463954,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344285915991696,27,1580344285915371894,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344287423342269,28,1580344287422709941,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344290436053161,29,1580344290435467958,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344291943218362,30,1580344291942594051,,42.33864,-71.0882233333,35.3,327974.676431,4689487.99831,19,T
1580344293450297204,31,1580344293449697971,,42.33864,-71.088225,35.5,327974.539127,4689488.00169,19,T
1580344294956737917,32,1580344294956091880,,42.3386416667,-71.0882283333,35.6,327974.269065,4689488.1935,19,T
