%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.Longtitude,field.Altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1580410365159924244,1,1580410365159096002,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410366159199534,2,1580410366158442974,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410367158448723,3,1580410367157883882,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410368185116996,4,1580410368184933900,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410369187738737,5,1580410369187035083,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410370158662973,6,1580410370157927989,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410371185208884,7,1580410371184458971,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410372185419162,8,1580410372184531927,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410373157960208,9,1580410373157273054,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410374186443751,10,1580410374185569047,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410375157255192,11,1580410375156477928,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410376184657177,12,1580410376183835029,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410377157236617,13,1580410377156281948,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410378156876659,14,1580410378156081914,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410379155821046,15,1580410379154998064,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410380155612597,16,1580410380154968023,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410381157904297,17,1580410381157253980,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410382183821716,18,1580410382183104991,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410383155514554,19,1580410383154666900,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410384155299062,20,1580410384154401063,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410385156080376,21,1580410385155272006,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410386183446966,22,1580410386182769060,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410387156294490,23,1580410387155343055,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410388183381426,24,1580410388182548046,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410389156180489,25,1580410389155504941,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410390155066532,26,1580410390154342889,,42.3372166667,-71.0902383333,8.6,327804.791116,4689334.02656,19,T
1580410391154453645,27,1580410391153660058,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410392153880253,28,1580410392153136014,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410393156904754,29,1580410393156169891,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410394155604708,30,1580410394154872894,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410395153140321,31,1580410395152318954,,42.3372166667,-71.0902366667,8.5,327804.928423,4689334.02319,19,T
1580410396153480195,32,1580410396152663946,,42.3372166667,-71.0902366667,8.5,327804.928423,4689334.02319,19,T
1580410397154466415,33,1580410397153772115,,42.3372166667,-71.0902366667,8.5,327804.928423,4689334.02319,19,T
1580410398151921505,34,1580410398151279926,,42.3372166667,-71.0902366667,8.5,327804.928423,4689334.02319,19,T
1580410399153997304,35,1580410399152899980,,42.3372166667,-71.0902366667,8.5,327804.928423,4689334.02319,19,T
1580410400152006952,36,1580410400151207923,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410401154909855,37,1580410401154129028,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410402154661461,38,1580410402153954029,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410403181388069,39,1580410403180463075,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410404151360449,40,1580410404150645971,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
1580410405182939814,41,1580410405182145118,,42.3372166667,-71.0902383333,8.5,327804.791116,4689334.02656,19,T
