%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.Longtitude,field.Altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1580398186334519776,1,1580398186333684921,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398189346090798,2,1580398189345359086,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398190852682875,3,1580398190851912021,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398192358956667,4,1580398192358239889,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398193864709153,5,1580398193864029884,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398195370756600,6,1580398195370076894,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398198381974887,7,1580398198381258010,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398199887836258,8,1580398199887108087,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398201393816965,9,1580398201393129110,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398202899825681,10,1580398202899115085,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398204405865201,11,1580398204405183076,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398207416586400,12,1580398207415916919,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398208922668220,13,1580398208922010898,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398210429357749,14,1580398210428638935,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398211935352827,15,1580398211934639930,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398213441719343,16,1580398213441059112,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398216452989081,17,1580398216452286005,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398217959497457,18,1580398217958848953,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398219465130914,19,1580398219464534997,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398220971458175,20,1580398220970788955,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398222478861503,21,1580398222478188991,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398225490457509,22,1580398225490215063,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398226998249731,23,1580398226997466087,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398228505819455,24,1580398228505145072,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398230012829406,25,1580398230012150049,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398231520097015,26,1580398231519375085,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398234534400292,27,1580398234533727884,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398236040212758,28,1580398236039649963,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398237548003659,29,1580398237547334909,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398239054329243,30,1580398239053889036,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398240560751662,31,1580398240560214996,,42.4290333333,-71.0751633333,26.0,329295.759046,4699499.21252,19,T
1580398243571961072,32,1580398243571319103,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398245079904999,33,1580398245079094886,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398246587177183,34,1580398246586381912,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398248094974643,35,1580398248094187021,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398249602114143,36,1580398249601454973,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398252616259992,37,1580398252615588903,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398254123940641,38,1580398254123236894,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398255631858406,39,1580398255631154060,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398257138459917,40,1580398257138004064,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398258645642484,41,1580398258644999980,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398261658918949,42,1580398261658263921,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398263165495691,43,1580398263165011882,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398264673066760,44,1580398264672403097,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398266179930698,45,1580398266179311990,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398267687262766,46,1580398267686956882,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398270701231491,47,1580398270700447082,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398272208609170,48,1580398272207986116,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398273716131946,49,1580398273715406894,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398275222964286,50,1580398275222438097,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398276730507195,51,1580398276730030059,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398279743754127,52,1580398279743381023,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398281250962806,53,1580398281250339031,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398282758579151,54,1580398282757958889,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398284265994311,55,1580398284265304088,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398285773472610,56,1580398285772840976,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398288787118670,57,1580398288786288022,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398290294871690,58,1580398290294095993,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398291801546407,59,1580398291800764083,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398293308823432,60,1580398293308022022,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398294815818825,61,1580398294815397977,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398297829579517,62,1580398297828835964,,42.4290316667,-71.0751633333,26.0,329295.754522,4699499.02745,19,T
1580398299337131181,63,1580398299336421966,,42.4290316667,-71.0751633333,26.1,329295.754522,4699499.02745,19,T
1580398300844456679,64,1580398300843779087,,42.4290316667,-71.0751633333,26.1,329295.754522,4699499.02745,19,T
1580398302351666961,65,1580398302351057052,,42.4290316667,-71.0751633333,26.1,329295.754522,4699499.02745,19,T
1580398303859683742,66,1580398303858967065,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398306873455596,67,1580398306872694969,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398308380582637,68,1580398308379930973,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398309888811795,69,1580398309888077020,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398311396119080,70,1580398311395323991,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398312903747221,71,1580398312902951955,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398315917194816,72,1580398315916385889,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398317424621951,73,1580398317423738002,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398318932110242,74,1580398318931293010,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398320438743139,75,1580398320438189029,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398321945310166,76,1580398321944708108,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398324959099674,77,1580398324958837985,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398326467074887,78,1580398326466412067,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398327974853550,79,1580398327974235057,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398329482168078,80,1580398329481498956,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398330989685802,81,1580398330989017009,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398334003571192,82,1580398334002938985,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398335511416601,83,1580398335510709047,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398337018931895,84,1580398337018697023,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398338527086455,85,1580398338526371002,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398340034539078,86,1580398340034060955,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398343049344788,87,1580398343048666000,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398344557059035,88,1580398344556449890,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398346064808065,89,1580398346064126968,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398347572249713,90,1580398347571588993,,42.42903,-71.0751633333,26.1,329295.749997,4699498.84237,19,T
1580398349080015007,91,1580398349079319000,,42.42903,-71.0751616667,26.1,329295.887104,4699498.83902,19,T
1580398352093805254,92,1580398352093147039,,42.42903,-71.0751616667,26.1,329295.887104,4699498.83902,19,T
1580398353601009966,93,1580398353600378990,,42.42903,-71.0751616667,26.1,329295.887104,4699498.83902,19,T
1580398355108924040,94,1580398355108215093,,42.42903,-71.0751616667,26.1,329295.887104,4699498.83902,19,T
1580398356616647019,95,1580398356616008043,,42.42903,-71.0751616667,26.1,329295.887104,4699498.83902,19,T
1580398358124317091,96,1580398358123548984,,42.42903,-71.0751616667,26.1,329295.887104,4699498.83902,19,T
1580398361137627506,97,1580398361137052059,,42.42903,-71.0751616667,26.2,329295.887104,4699498.83902,19,T
1580398362644739209,98,1580398362644126892,,42.42903,-71.0751616667,26.2,329295.887104,4699498.83902,19,T
1580398364151502667,99,1580398364150975942,,42.4290283333,-71.0751616667,26.2,329295.88258,4699498.65395,19,T
