%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.Longtitude,field.Altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1580338008260112709,1,1580338008259495973,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338009764334047,2,1580338009764074087,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338011270734869,3,1580338011269723892,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338014282169991,4,1580338014281236886,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338015789073141,5,1580338015788142919,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338017295089004,6,1580338017294392108,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338018802285913,7,1580338018801424026,,42.3403183333,-71.0885933333,18.9,327948.772665,4689675.11313,19,T
1580338020308763538,8,1580338020308114051,,42.34032,-71.0885933333,18.8,327948.77721,4689675.2982,19,T
1580338023319696941,9,1580338023319015026,,42.34032,-71.0885933333,18.8,327948.77721,4689675.2982,19,T
1580338024825860500,10,1580338024825175046,,42.34032,-71.0885966667,18.5,327948.50261,4689675.30494,19,T
1580338026332812604,11,1580338026332130908,,42.3403183333,-71.0886033333,18.3,327947.948864,4689675.13336,19,T
1580338027838877125,12,1580338027838161945,,42.340315,-71.08861,18.1,327947.390572,4689674.77671,19,T
1580338029344711850,13,1580338029343991994,,42.340315,-71.0886183333,18.0,327946.704071,4689674.79357,19,T
1580338032355971205,14,1580338032355307102,,42.3403166667,-71.08863,17.7,327945.747517,4689675.00225,19,T
1580338033862233220,15,1580338033861530065,,42.3403183333,-71.0886383333,17.7,327945.065562,4689675.20419,19,T
1580338035369113833,16,1580338035368401050,,42.3403183333,-71.0886483333,17.7,327944.241762,4689675.22442,19,T
1580338036875073301,17,1580338036874388933,,42.3403183333,-71.0886583333,17.6,327943.417961,4689675.24466,19,T
1580338038381873706,18,1580338038381139993,,42.3403183333,-71.0886716667,17.4,327942.319561,4689675.27164,19,T
1580338041398233347,19,1580338041397409915,,42.3403166667,-71.0886816667,17.1,327941.491214,4689675.1068,19,T
1580338042907154929,20,1580338042906455993,,42.340315,-71.0886933333,16.9,327940.525568,4689674.94534,19,T
1580338044415988846,21,1580338044415290117,,42.3403116667,-71.0887016667,17.0,327939.829975,4689674.59206,19,T
1580338045924638192,22,1580338045923963069,,42.34031,-71.0887083333,17.0,327939.276228,4689674.42048,19,T
1580338047432851639,23,1580338047432154893,,42.3403083333,-71.088715,16.9,327938.722482,4689674.2489,19,T
1580338050448277751,24,1580338050447688102,,42.3403083333,-71.0887233333,16.8,327938.035981,4689674.26577,19,T
1580338051955845843,25,1580338051955142021,,42.3403066667,-71.08873,16.6,327937.482235,4689674.09419,19,T
1580338053462922211,26,1580338053462333917,,42.340305,-71.0887383333,16.5,327936.791188,4689673.92598,19,T
1580338054971706206,27,1580338054971010923,,42.3403033333,-71.0887483333,16.5,327935.962841,4689673.76115,19,T
1580338056479361935,28,1580338056478713989,,42.3403,-71.0887583333,16.4,327935.129948,4689673.41124,19,T
1580338059495281652,29,1580338059494643926,,42.3402983333,-71.0887666667,16.2,327934.438901,4689673.24304,19,T
1580338061004686681,30,1580338061003912925,,42.3402966667,-71.088775,16.1,327933.747854,4689673.07483,19,T
1580338062512025909,31,1580338062511475086,,42.340295,-71.0887833333,16.1,327933.056807,4689672.90662,19,T
1580338064019466015,32,1580338064018728971,,42.3402933333,-71.0887933333,16.0,327932.22846,4689672.74179,19,T
1580338065527453531,33,1580338065526843070,,42.3402933333,-71.0888,15.8,327931.679259,4689672.75528,19,T
1580338068543358330,34,1580338068542689085,,42.3402933333,-71.0888083333,15.8,327930.992759,4689672.77214,19,T
1580338070051903969,35,1580338070051284074,,42.3402916667,-71.0888183333,15.8,327930.164411,4689672.60731,19,T
1580338071559430891,36,1580338071558752059,,42.3402916667,-71.08883,15.9,327929.20331,4689672.63092,19,T
1580338073066373149,37,1580338073065689086,,42.3402933333,-71.08884,16.1,327928.384056,4689672.83623,19,T
1580338074574065322,38,1580338074573283910,,42.3402933333,-71.0888516667,16.3,327927.422955,4689672.85984,19,T
1580338077589978703,39,1580338077589319944,,42.3402933333,-71.0888633333,16.6,327926.461854,4689672.88345,19,T
1580338079097806218,40,1580338079097100973,,42.3402933333,-71.0888733333,16.8,327925.638053,4689672.90369,19,T
1580338080605487992,41,1580338080604778051,,42.3402933333,-71.088885,17.1,327924.676952,4689672.9273,19,T
1580338082113253857,42,1580338082112551927,,42.3402933333,-71.0888966667,17.4,327923.715851,4689672.95091,19,T
1580338083620768084,43,1580338083620146036,,42.3402933333,-71.0889083333,17.8,327922.75475,4689672.97452,19,T
1580338086636234349,44,1580338086635669946,,42.3402933333,-71.08892,18.1,327921.79365,4689672.99813,19,T
1580338088143449768,45,1580338088142908096,,42.3402933333,-71.08893,18.6,327920.969849,4689673.01837,19,T
1580338089651106835,46,1580338089650482892,,42.340295,-71.0889433333,19.0,327919.875994,4689673.23043,19,T
1580338091158476395,47,1580338091157634973,,42.340295,-71.088955,19.5,327918.914893,4689673.25404,19,T
1580338092665608611,48,1580338092664932966,,42.340295,-71.08897,20.0,327917.679192,4689673.2844,19,T
1580338095680137673,49,1580338095679524898,,42.3402966667,-71.0889833333,20.6,327916.585338,4689673.49645,19,T
1580338097187836378,50,1580338097187207937,,42.3402983333,-71.0889966667,21.2,327915.491484,4689673.70851,19,T
1580338098696100631,51,1580338098695436954,,42.3403,-71.0890083333,21.8,327914.53493,4689673.91719,19,T
1580338100204071265,52,1580338100203398942,,42.3403016667,-71.08902,22.2,327913.578376,4689674.12587,19,T
1580338101712149788,53,1580338101711687088,,42.3403033333,-71.08903,22.6,327912.759122,4689674.33118,19,T
1580338104727378330,54,1580338104726754903,,42.340305,-71.08904,23.0,327911.939868,4689674.53649,19,T
1580338106235364867,55,1580338106234581947,,42.3403033333,-71.0890516667,23.4,327910.97422,4689674.37504,19,T
1580338107743165374,56,1580338107742315053,,42.3403016667,-71.0890633333,23.7,327910.008572,4689674.21358,19,T
1580338109250674014,57,1580338109250106096,,42.3403,-71.0890733333,24.1,327909.180225,4689674.04875,19,T
1580338110758528670,58,1580338110757785081,,42.3403,-71.0890833333,24.5,327908.356424,4689674.06899,19,T
1580338113773118166,59,1580338113772444009,,42.3402983333,-71.0890933333,24.9,327907.528076,4689673.90416,19,T
1580338115280967817,60,1580338115280173063,,42.3402966667,-71.0891033333,25.3,327906.699729,4689673.73933,19,T
1580338116788614938,61,1580338116787966966,,42.3402933333,-71.0891133333,25.5,327905.866834,4689673.38942,19,T
1580338118296451939,62,1580338118295778036,,42.3402916667,-71.0891216667,25.8,327905.175786,4689673.22122,19,T
1580338119804686450,63,1580338119804035902,,42.3402883333,-71.0891316667,26.0,327904.342891,4689672.87132,19,T
1580338122820120845,64,1580338122819209098,,42.3402866667,-71.0891433333,26.2,327903.377243,4689672.70986,19,T
1580338124327486757,65,1580338124326545953,,42.3402833333,-71.0891533333,26.4,327902.544348,4689672.35996,19,T
1580338125834943450,66,1580338125834178924,,42.34028,-71.089165,26.6,327901.574152,4689672.01343,19,T
1580338127341275487,67,1580338127340810060,,42.3402766667,-71.089175,26.9,327900.741257,4689671.66353,19,T
1580338128848595588,68,1580338128848057031,,42.3402733333,-71.0891833333,26.9,327900.045662,4689671.31026,19,T
1580338131863739817,69,1580338131863044977,,42.3402616667,-71.0891933333,26.1,327899.19003,4689670.035,19,T
1580338133371707174,70,1580338133371032953,,42.34025,-71.0892033333,25.4,327898.334398,4689668.75975,19,T
1580338134879507482,71,1580338134878851890,,42.3402366667,-71.089215,24.6,327897.336918,4689667.3028,19,T
1580338136386759894,72,1580338136386069059,,42.3402333333,-71.0892266667,24.7,327896.366722,4689666.95627,19,T
1580338137894492059,73,1580338137893790960,,42.3402183333,-71.0892366667,23.8,327895.501994,4689665.31088,19,T
1580338140910636151,74,1580338140909900903,,42.340205,-71.0892466667,23.0,327894.641814,4689663.85055,19,T
1580338142417962410,75,1580338142417182922,,42.3401816667,-71.0892566667,21.4,327893.754349,4689661.2798,19,T
1580338143925500171,76,1580338143924699068,,42.3401616667,-71.089265,20.0,327893.013279,4689659.07582,19,T
1580338145432635772,77,1580338145432043075,,42.340145,-71.089275,18.7,327892.144002,4689657.24536,19,T
1580338146940282085,78,1580338146939632892,,42.3401383333,-71.089285,18.6,327891.30201,4689656.52532,19,T
1580338149954519913,79,1580338149953907966,,42.3401316667,-71.0892966667,18.4,327890.322717,4689655.80865,19,T
1580338151462789592,80,1580338151462016105,,42.3401133333,-71.0893066667,16.7,327889.448892,4689653.79311,19,T
1580338152969932007,81,1580338152969189882,,42.3400983333,-71.0893183333,15.6,327888.446861,4689652.15109,19,T
1580338154477228793,82,1580338154476496934,,42.3400866667,-71.08933,15.0,327887.453925,4689650.87921,19,T
1580338155984941017,83,1580338155984096050,,42.3400766667,-71.08934,14.8,327886.602836,4689649.78903,19,T
1580338158999202696,84,1580338158998478889,,42.34007,-71.08935,14.5,327885.760842,4689649.06899,19,T
1580338160508206453,85,1580338160507307052,,42.3400616667,-71.0893583333,14.0,327885.051601,4689648.16051,19,T
1580338162016118494,86,1580338162015938043,,42.3400533333,-71.08937,13.6,327884.067759,4689647.25877,19,T
1580338163524590743,87,1580338163523857116,,42.3400466667,-71.0893833333,13.7,327882.951163,4689646.54548,19,T
1580338165031833263,88,1580338165031168937,,42.3400383333,-71.0893966667,13.5,327881.830019,4689645.64711,19,T
1580338168046588139,89,1580338168045025110,,42.34003,-71.08941,13.1,327880.708876,4689644.74875,19,T
1580338169552833077,90,1580338169552170038,,42.3400233333,-71.0894216667,12.8,327879.72958,4689644.03209,19,T
1580338171059414122,91,1580338171058840036,,42.3400166667,-71.0894333333,12.6,327878.750284,4689643.31542,19,T
1580338172567794250,92,1580338172567049980,,42.3400116667,-71.0894466667,12.7,327877.638235,4689642.7872,19,T
1580338174074498875,93,1580338174073939085,,42.340005,-71.08946,12.8,327876.521637,4689642.07391,19,T
1580338177089264177,94,1580338177088496923,,42.34,-71.0894733333,12.9,327875.409588,4689641.54569,19,T
1580338178597022594,95,1580338178596379041,,42.339995,-71.089485,13.0,327874.434839,4689641.01409,19,T
1580338180105235249,96,1580338180104510068,,42.33999,-71.0894983333,13.1,327873.322789,4689640.48587,19,T
1580338181614086582,97,1580338181613310098,,42.339985,-71.08951,13.2,327872.34804,4689639.95428,19,T
1580338183122431276,98,1580338183121853113,,42.33998,-71.0895233333,13.2,327871.23599,4689639.42606,19,T
1580338186138955627,99,1580338186138313055,,42.339975,-71.089535,13.3,327870.26124,4689638.89446,19,T
1580338187647094179,100,1580338187646337032,,42.33997,-71.0895483333,13.3,327869.149189,4689638.36624,19,T
1580338189154755111,101,1580338189154066085,,42.3399633333,-71.08956,13.3,327868.169892,4689637.64958,19,T
1580338190663863152,102,1580338190663177013,,42.3399583333,-71.0895733333,13.2,327867.057841,4689637.12136,19,T
1580338192171920710,103,1580338192171303987,,42.3399533333,-71.089585,13.4,327866.08309,4689636.58977,19,T
1580338195186236754,104,1580338195185489892,,42.3399483333,-71.0895983333,13.6,327864.971039,4689636.06155,19,T
1580338196694353466,105,1580338196693615913,,42.339945,-71.0896083333,13.7,327864.138138,4689635.71165,19,T
1580338198202331504,106,1580338198201702117,,42.3399416667,-71.0896183333,13.8,327863.305236,4689635.36175,19,T
1580338199711327213,107,1580338199710536003,,42.3399383333,-71.08963,13.9,327862.335033,4689635.01523,19,T
1580338201219362101,108,1580338201218586921,,42.3399333333,-71.0896416667,14.0,327861.360282,4689634.48364,19,T
1580338204234106514,109,1580338204233489036,,42.33993,-71.0896533333,14.0,327860.39008,4689634.13712,19,T
1580338205741117137,110,1580338205740617036,,42.3399283333,-71.0896666667,13.9,327859.287124,4689633.97904,19,T
1580338207249497378,111,1580338207248671054,,42.339925,-71.0896783333,13.9,327858.316921,4689633.63252,19,T
1580338208754868080,112,1580338208754662990,,42.3399216667,-71.0896916667,13.9,327857.209417,4689633.28937,19,T
1580338210262922678,113,1580338210262131929,,42.3399183333,-71.0897033333,13.9,327856.239213,4689632.94285,19,T
1580338213276852454,114,1580338213276176929,,42.3399133333,-71.089715,13.8,327855.264462,4689632.41126,19,T
1580338214784979479,115,1580338214784312963,,42.33991,-71.0897283333,13.8,327854.156957,4689632.06811,19,T
