%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.Longtitude,field.Altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1580400378302229241,1,1580400378301337003,,42.4287366667,-71.0796616667,18.9,328924.901418,4699475.32575,19,T
1580400379809186228,2,1580400379808492898,,42.4287366667,-71.0796466667,18.9,328926.135383,4699475.29552,19,T
1580400381313451210,3,1580400381313297986,,42.4287283333,-71.0796266667,18.1,328927.757999,4699474.32985,19,T
1580400382819908855,4,1580400382819125890,,42.4287233333,-71.079605,17.7,328929.526791,4699473.73096,19,T
1580400384326241669,5,1580400384325571060,,42.4287216667,-71.0795833333,17.4,328931.304651,4699473.50222,19,T
1580400387338138000,6,1580400387337409973,,42.42872,-71.0795633333,17.1,328932.945404,4699473.27684,19,T
1580400388844806137,7,1580400388844054937,,42.42872,-71.0795433333,16.9,328934.590691,4699473.23654,19,T
1580400390351680458,8,1580400390350931882,,42.42872,-71.0795233333,16.8,328936.235977,4699473.19623,19,T
1580400391858411302,9,1580400391857661008,,42.42872,-71.0795016667,16.8,328938.018371,4699473.15257,19,T
1580400393364953119,10,1580400393364183902,,42.4287216667,-71.07948,16.8,328939.805299,4699473.29398,19,T
1580400396377213800,11,1580400396376461029,,42.428725,-71.0794583333,17.0,328941.596761,4699473.62046,19,T
1580400397884015718,12,1580400397883204936,,42.4287266667,-71.0794366667,17.1,328943.383688,4699473.76187,19,T
1580400399390774268,13,1580400399390110015,,42.42873,-71.0794166667,17.1,328945.038042,4699474.09171,19,T
1580400400897394523,14,1580400400896665096,,42.42873,-71.0793933333,17.2,328946.957543,4699474.04469,19,T
1580400402403569214,15,1580400402402905941,,42.42873,-71.0793716667,17.3,328948.739937,4699474.00103,19,T
1580400405415421531,16,1580400405414686918,,42.4287316667,-71.07935,17.3,328950.526864,4699474.14244,19,T
1580400406921915224,17,1580400406921202898,,42.428735,-71.07933,17.4,328952.181218,4699474.47228,19,T
1580400408428616222,18,1580400408427910089,,42.4287366667,-71.0793116667,17.2,328953.693931,4699474.62041,19,T
1580400409935132678,19,1580400409934412956,,42.42874,-71.0792916667,17.1,328955.348284,4699474.95026,19,T
1580400411441865905,20,1580400411441317081,,42.4287433333,-71.0792716667,17.0,328957.002637,4699475.2801,19,T
1580400414456754533,21,1580400414455897092,,42.4287433333,-71.0792533333,16.8,328958.510816,4699475.24316,19,T
1580400415965205887,22,1580400415964438915,,42.4287466667,-71.079235,16.9,328960.028061,4699475.57637,19,T
1580400417473722627,23,1580400417472971916,,42.4287666667,-71.0792133333,18.5,328961.864853,4699477.75358,19,T
1580400418981694706,24,1580400418980937004,,42.4287766667,-71.0791916667,19.2,328963.674444,4699478.82037,19,T
