%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.utm_zone,field.utm_zone_letter
1581014830270829992,913,1581014830264072895,,42.3374933333,-71.0897033333,0.51,327849.621594,4689363.66501,19,T
1581014831272432793,914,1581014831263879060,,42.3374433333,-71.0896866667,0.511666666667,327850.858215,4689358.07915,19,T
1581014832272500727,915,1581014832265264987,,42.337395,-71.08967,0.511666666667,327852.099387,4689352.67835,19,T
1581014833270748425,916,1581014833263813018,,42.33735,-71.0896566667,0.508333333333,327853.075043,4689347.65445,19,T
1581014834270902084,917,1581014834263963937,,42.3373116667,-71.0896466667,0.483333333333,327853.79428,4689343.37758,19,T
1581014835271188490,918,1581014835264206886,,42.33727,-71.0896466667,0.48,327853.680581,4689338.75082,19,T
1581014836270661091,919,1581014836264122962,,42.3372283333,-71.0896566667,0.478333333333,327852.743042,4689334.1443,19,T
1581014837271339643,920,1581014837262963056,,42.33719,-71.089675,0.476666666667,327851.128063,4689329.92479,19,T
1581014838271987158,921,1581014838263581037,,42.3371533333,-71.089705,0.46,327848.556481,4689325.91397,19,T
1581014839271662523,922,1581014839263616085,,42.3371266667,-71.0897383333,0.43,327845.737571,4689323.02033,19,T
1581014840264450516,923,1581014840262540102,,42.3370966667,-71.0897666667,0.408333333333,327843.321484,4689319.74642,19,T
1581014841271981778,924,1581014841263583898,,42.3370633333,-71.089785,0.398333333333,327841.720141,4689316.08212,19,T
1581014842270849468,925,1581014842264153003,,42.3370283333,-71.0897883333,0.383333333333,327841.350014,4689312.20239,19,T
1581014843270256977,926,1581014843263602018,,42.3369933333,-71.0897766667,0.378333333333,327842.215653,4689308.29229,19,T
1581014844272301990,927,1581014844264184951,,42.3369616667,-71.08975,0.378333333333,327844.326155,4689304.72195,19,T
1581014845265217015,928,1581014845263394117,,42.336935,-71.0897133333,0.378333333333,327847.274149,4689301.68659,19,T
1581014846264707708,929,1581014846263067960,,42.3369133333,-71.0896716667,0.38,327850.647712,4689299.19631,19,T
1581014847264765753,930,1581014847262908935,,42.3369016667,-71.0896283333,0.381666666667,327854.185872,4689297.81309,19,T
1581014848269864976,931,1581014848263334989,,42.336905,-71.0895866667,0.385,327857.627656,4689298.09888,19,T
1581014849270862812,932,1581014849264060974,,42.3369033333,-71.0895583333,0.386666666667,327859.957336,4689297.85645,19,T
1581014850271144834,933,1581014850264841079,,42.33692,-71.08954,0.388333333333,327861.513196,4689299.67004,19,T
1581014851272314973,934,1581014851264101982,,42.3369333333,-71.0895333333,0.388333333333,327862.098807,4689301.13711,19,T
1581014852270625609,935,1581014852263040065,,42.3369616667,-71.0895383333,0.39,327861.764195,4689304.29343,19,T
1581014853270772801,936,1581014853263622999,,42.3369966667,-71.0895483333,0.391666666667,327861.035853,4689308.20016,19,T
1581014854272427744,937,1581014854265100002,,42.3370266667,-71.08956,0.396666666667,327860.15656,4689311.55505,19,T
1581014855271174409,938,1581014855264070034,,42.3370933333,-71.0895616667,0.418333333333,327860.201163,4689318.96125,19,T
1581014856272060604,939,1581014856265316009,,42.3371183333,-71.0895766667,0.423333333333,327859.033615,4689321.76768,19,T
1581014857271704634,940,1581014857265081882,,42.33712,-71.0895983333,0.453333333333,327857.253171,4689321.99661,19,T
1581014858273195848,941,1581014858266187906,,42.33712,-71.0896233333,0.481666666667,327855.193566,4689322.04722,19,T
1581014859279778675,942,1581014859273102998,,42.3371266667,-71.0896466667,0.506666666667,327853.289459,4689322.83474,19,T
1581014860276338254,943,1581014860269861936,,42.33714,-71.0896716667,0.51,327851.266237,4689324.36592,19,T
1581014861275643540,944,1581014861269197940,,42.33714,-71.089705,0.511666666667,327848.520097,4689324.43341,19,T
1581014862279864837,945,1581014862273118972,,42.337125,-71.0897466667,0.506666666667,327845.046488,4689322.85213,19,T
1581014863277193795,946,1581014863269861936,,42.3371083333,-71.08978,0.505,327842.254865,4689321.06891,19,T
1581014864272992774,947,1581014864266551017,,42.337085,-71.0898033333,0.496666666667,327840.26889,4689318.52516,19,T
1581014865273716949,948,1581014865267196893,,42.33706,-71.0898133333,0.481666666667,327839.376823,4689315.76935,19,T
1581014866273446305,949,1581014866267282962,,42.3370316667,-71.0898116667,0.466666666667,327839.436809,4689312.61977,19,T
1581014867273605581,950,1581014867267633914,,42.3370016667,-71.0897966667,0.461666666667,327840.590706,4689309.25813,19,T
1581014868276857969,951,1581014868268135070,,42.3369733333,-71.08977,0.465,327842.710304,4689306.05794,19,T
1581014869276567137,952,1581014869270410060,,42.3369466667,-71.0897366667,0.466666666667,327845.383682,4689303.02932,19,T
1581014870278866760,953,1581014870272454023,,42.33692,-71.089695,0.47,327848.743599,4689299.98384,19,T
1581014871277547903,954,1581014871269736051,,42.3368966667,-71.0896516667,0.471666666667,327852.249923,4689297.30512,19,T
1581014872276847633,955,1581014872270076990,,42.33688,-71.0896133333,0.475,327855.362518,4689295.37681,19,T
1581014873277041747,956,1581014873270663976,,42.3368766667,-71.0895833333,0.478333333333,327857.824959,4689294.94593,19,T
1581014874277171348,957,1581014874270697116,,42.3368783333,-71.089565,0.476666666667,327859.33989,4689295.09389,19,T
1581014875276399704,958,1581014875269592046,,42.336885,-71.0895583333,0.481666666667,327859.907311,4689295.82067,19,T
1581014876276346848,959,1581014876269608974,,42.3369,-71.089565,0.486666666667,327859.399011,4689297.4998,19,T
1581014877276284611,960,1581014877269808053,,42.3369183333,-71.0895816667,0.495,327858.075961,4689299.56932,19,T
1581014878279191569,961,1581014878272478103,,42.336945,-71.0896083333,0.503333333333,327855.951806,4689302.58444,19,T
1581014879281017346,962,1581014879274118900,,42.3369683333,-71.0896466667,0.516666666667,327852.857406,4689305.25303,19,T
1581014880280868289,963,1581014880274661064,,42.3369983333,-71.0896866667,0.528333333333,327849.643893,4689308.66528,19,T
1581014881277748169,964,1581014881270790100,,42.3370416667,-71.0897166667,0.541666666667,327847.290611,4689313.53786,19,T
1581014882276788002,965,1581014882270498991,,42.3370816667,-71.0897466667,0.565,327844.928236,4689318.04029,19,T
1581014883282395183,966,1581014883274724960,,42.3370733333,-71.08978,0.565,327842.159352,4689317.18243,19,T
1581014884283035189,967,1581014884275933980,,42.3370566667,-71.0898066667,0.535,327839.916955,4689315.38571,19,T
1581014885279475186,968,1581014885271188020,,42.3370383333,-71.08982,0.513333333333,327838.768466,4689313.37693,19,T
1581014886278818295,969,1581014886272633075,,42.3370116667,-71.0898233333,0.493333333333,327838.421079,4689310.42255,19,T
1581014887279133819,970,1581014887271025896,,42.3369833333,-71.0898116667,0.481666666667,327839.304909,4689307.25273,19,T
1581014888277133610,971,1581014888270622968,,42.3369533333,-71.0897883333,0.48,327841.145344,4689303.87421,19,T
1581014889282664856,972,1581014889276437044,,42.3369216667,-71.0897566667,0.483333333333,327843.66777,4689300.29376,19,T
1581014890277318558,973,1581014890271020889,,42.3368966667,-71.0897183333,0.48,327846.757621,4689297.44009,19,T
1581014891277215636,974,1581014891270649909,,42.3368783333,-71.0896733333,0.48,327850.414897,4689295.31321,19,T
1581014892276926707,975,1581014892270658016,,42.3368816667,-71.089625,0.48,327854.405913,4689295.58549,19,T
1581014893277678667,976,1581014893271353960,,42.3368833333,-71.089585,0.481666666667,327857.705842,4689295.68959,19,T
1581014894278284804,977,1581014894271517992,,42.3368866667,-71.089555,0.481666666667,327860.186474,4689295.99899,19,T
1581014895278613109,978,1581014895271337032,,42.3369016667,-71.089535,0.483333333333,327861.875094,4689297.62414,19,T
1581014896276367636,979,1581014896270263910,,42.33691,-71.0895316667,0.485,327862.172447,4689298.54275,19,T
1581014897281711564,980,1581014897275145053,,42.3369333333,-71.0895383333,0.49,327861.686885,4689301.14723,19,T
1581014898277447336,981,1581014898271017074,,42.3369566667,-71.0895616667,0.493333333333,327859.828248,4689303.78546,19,T
1581014899281919190,982,1581014899275245904,,42.336985,-71.0895933333,0.5,327857.29672,4689306.99577,19,T
1581014900281377049,983,1581014900274674892,,42.33699,-71.0896383333,0.521666666667,327853.603066,4689307.64208,19,T
1581014901284619106,984,1581014901276067018,,42.3369983333,-71.089685,0.54,327849.7812,4689308.66191,19,T
1581014902276651845,985,1581014902271400928,,42.3370233333,-71.0897233333,0.551666666667,327846.691353,4689311.51558,19,T
1581014903282069580,986,1581014903275466918,,42.337045,-71.08976,0.566666666667,327843.729719,4689313.99573,19,T
1581014904276940083,987,1581014904270593881,,42.3370533333,-71.0897883333,0.578333333333,327841.418238,4689314.97845,19,T
1581014905276899763,988,1581014905270525932,,42.3370516667,-71.0898066667,0.571666666667,327839.90331,4689314.8305,19,T
1581014906277324181,989,1581014906270400047,,42.337025,-71.089815,0.576666666667,327839.144002,4689311.88624,19,T
1581014907277098633,990,1581014907270394086,,42.3370016667,-71.089805,0.558333333333,327839.904169,4689309.275,19,T
1581014908276994145,991,1581014908270689964,,42.3369766667,-71.089785,0.543333333333,327841.483634,4689306.45845,19,T
1581014909277772509,992,1581014909270823955,,42.3369466667,-71.0897533333,0.541666666667,327844.010607,4689303.06307,19,T
1581014910278076952,993,1581014910271683931,,42.33692,-71.0897116667,0.555,327847.370524,4689300.01758,19,T
1581014911281644715,994,1581014911273423910,,42.33691,-71.0896633333,0.556666666667,327851.325154,4689298.8093,19,T
1581014912278629240,995,1581014912272644996,,42.336905,-71.089615,0.558333333333,327855.293428,4689298.15624,19,T
1581014913279555754,996,1581014913273282051,,42.3369083333,-71.0895716667,0.56,327858.872519,4689298.43865,19,T
1581014914281596120,997,1581014914273499965,,42.336915,-71.0895383333,0.561666666667,327861.63686,4689299.11146,19,T
1581014915280532406,998,1581014915273257017,,42.3369266667,-71.0895166667,0.561666666667,327863.453691,4689300.36309,19,T
1581014916279808446,999,1581014916273401975,,42.336945,-71.0895066667,0.565,327864.32756,4689302.37862,19,T
1581014917278539920,1000,1581014917272629976,,42.3369666667,-71.08951,0.566666666667,327864.112064,4689304.79129,19,T
1581014918279305499,1001,1581014918273027896,,42.3369966667,-71.0895316667,0.568333333333,327862.408926,4689308.16642,19,T
1581014919279224860,1002,1581014919272741079,,42.33703,-71.0895566667,0.573333333333,327860.44027,4689311.91844,19,T
1581014920269904439,1003,1581014920263123989,,42.33706,-71.0895783333,0.58,327858.737136,4689315.29358,19,T
1581014921270126388,1004,1581014921263206958,,42.3370866667,-71.0895916667,0.583333333333,327857.711444,4689318.2817,19,T
1581014922270685346,1005,1581014922264075994,,42.3371166667,-71.0895933333,0.585,327857.655997,4689321.61635,19,T
1581014923271048029,1006,1581014923263947010,,42.3371466667,-71.0895866667,0.59,327858.287086,4689324.93412,19,T
1581014924270240649,1007,1581014924263396024,,42.3371866667,-71.0895783333,0.595,327859.082767,4689329.35895,19,T
1581014925270796622,1008,1581014925263706922,,42.3372283333,-71.0895716667,0.601666666667,327859.745689,4689333.97222,19,T
1581014926270966234,1009,1581014926263957977,,42.3372583333,-71.0895733333,0.601666666667,327859.690243,4689337.30686,19,T
1581014927270559708,1010,1581014927263809919,,42.337285,-71.08958,0.598333333333,327859.21378,4689340.28149,19,T
1581014928271394500,1011,1581014928263984918,,42.3373133333,-71.0895833333,0.585,327859.01648,4689343.43444,19,T
1581014929270346175,1012,1581014929263290882,,42.33733,-71.0895833333,0.581666666667,327859.061958,4689345.28514,19,T
1581014930270173230,1013,1581014930263123035,,42.337345,-71.0895783333,0.581666666667,327859.514808,4689346.94066,19,T
1581014931270437877,1014,1581014931263573884,,42.337345,-71.0895783333,0.583333333333,327859.514808,4689346.94066,19,T
1581014932271532267,1015,1581014932263159990,,42.337345,-71.0895783333,0.583333333333,327859.514808,4689346.94066,19,T
1581014933271870469,1016,1581014933263890027,,42.3373466667,-71.0895783333,0.585,327859.519356,4689347.12573,19,T
1581014934273186895,1017,1581014934264730930,,42.3373466667,-71.0895766667,0.585,327859.656662,4689347.12235,19,T
1581014935270711783,1018,1581014935263947963,,42.3373466667,-71.0895766667,0.585,327859.656662,4689347.12235,19,T
1581014936271909523,1019,1581014936264172077,,42.3373466667,-71.0895766667,0.585,327859.656662,4689347.12235,19,T
1581014937271126089,1020,1581014937264276027,,42.3373466667,-71.0895766667,0.585,327859.656662,4689347.12235,19,T
1581014938271330171,1021,1581014938264589071,,42.3373483333,-71.0895766667,0.586666666667,327859.66121,4689347.30742,19,T
1581014939271594081,1022,1581014939264487028,,42.3373483333,-71.0895766667,0.586666666667,327859.66121,4689347.30742,19,T
1581014940273925327,1023,1581014940265079975,,42.3373483333,-71.0895766667,0.586666666667,327859.66121,4689347.30742,19,T
1581014941271000552,1024,1581014941264223098,,42.3373483333,-71.0895766667,0.586666666667,327859.66121,4689347.30742,19,T
1581014942269203888,1025,1581014942263895988,,42.3373483333,-71.0895766667,0.586666666667,327859.66121,4689347.30742,19,T
1581014943270986053,1026,1581014943263351917,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014944271349934,1027,1581014944263650894,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014945271419771,1028,1581014945263674020,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014946271350035,1029,1581014946264832019,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014947271632665,1030,1581014947264072895,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014948271690311,1031,1581014948263627052,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014949270490096,1032,1581014949263794898,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014950270617119,1033,1581014950264027118,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014951270960264,1034,1581014951263801097,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014952270828914,1035,1581014952264003038,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014953270051551,1036,1581014953263355970,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014954271651021,1037,1581014954264105081,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014955271174653,1038,1581014955263676881,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014956271076822,1039,1581014956263407945,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014957269707929,1040,1581014957263170957,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014958271295353,1041,1581014958264410972,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014959270963029,1042,1581014959264224052,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014960271270597,1043,1581014960263454914,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014961270793339,1044,1581014961263638973,,42.33735,-71.0895766667,0.586666666667,327859.665758,4689347.49249,19,T
1581014962270414897,1045,1581014962263500928,,42.3373516667,-71.0895766667,0.586666666667,327859.670306,4689347.67757,19,T
1581014963272064010,1046,1581014963264153957,,42.3373516667,-71.0895766667,0.586666666667,327859.670306,4689347.67757,19,T
1581014964269445273,1047,1581014964262307882,,42.3373516667,-71.0895766667,0.586666666667,327859.670306,4689347.67757,19,T
1581014965270833163,1048,1581014965262475013,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014966271191293,1049,1581014966262824058,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014967270316296,1050,1581014967262775897,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014968270138049,1051,1581014968262883901,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014969271017105,1052,1581014969262804031,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014970270787165,1053,1581014970262887001,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014971269787594,1054,1581014971262259960,,42.3373516667,-71.089575,0.586666666667,327859.807612,4689347.67419,19,T
1581014972269693578,1055,1581014972262686967,,42.3373516667,-71.089575,0.585,327859.807612,4689347.67419,19,T
1581014973269889117,1056,1581014973262046098,,42.3373516667,-71.089575,0.585,327859.807612,4689347.67419,19,T
1581014974269425681,1057,1581014974262480020,,42.3373516667,-71.089575,0.585,327859.807612,4689347.67419,19,T
1581014975270522261,1058,1581014975262428998,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014976269449852,1059,1581014976262821912,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014977270904123,1060,1581014977262624979,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014978270027391,1061,1581014978262526035,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014979268767684,1062,1581014979261894941,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014980269717376,1063,1581014980262458086,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014981270067053,1064,1581014981262897014,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014982270376855,1065,1581014982263096094,,42.3373533333,-71.089575,0.585,327859.81216,4689347.85926,19,T
1581014983270314950,1066,1581014983262684106,,42.337355,-71.089575,0.585,327859.816708,4689348.04433,19,T
1581014984269247604,1067,1581014984261814117,,42.337355,-71.089575,0.585,327859.816708,4689348.04433,19,T
1581014985270788688,1068,1581014985263082027,,42.337355,-71.089575,0.585,327859.816708,4689348.04433,19,T
1581014986271007848,1069,1581014986263240098,,42.337355,-71.089575,0.585,327859.816708,4689348.04433,19,T
1581014987269355105,1070,1581014987262362003,,42.337355,-71.089575,0.585,327859.816708,4689348.04433,19,T
1581014988268773516,1071,1581014988261393070,,42.3373683333,-71.0895716667,0.565,327860.127703,4689349.51815,19,T
1581014989268971382,1072,1581014989261878013,,42.33738,-71.0895683333,0.548333333333,327860.434151,4689350.8069,19,T
1581014990270772438,1073,1581014990263123035,,42.33738,-71.0895683333,0.548333333333,327860.434151,4689350.8069,19,T
1581014991269569466,1074,1581014991262027025,,42.33738,-71.0895683333,0.548333333333,327860.434151,4689350.8069,19,T
1581014992268956551,1075,1581014992261620998,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014993269440769,1076,1581014993262043952,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014994270082418,1077,1581014994262687921,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014995267451801,1078,1581014995262372016,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014996269119084,1079,1581014996261709928,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014997269636615,1080,1581014997262156963,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014998269495450,1081,1581014998262198925,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581014999268249020,1082,1581014999261996984,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581015000269027960,1083,1581015000262619018,,42.3373816667,-71.0895683333,0.548333333333,327860.438698,4689350.99197,19,T
1581015001270197074,1084,1581015001262432098,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015002267597978,1085,1581015002261014938,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015003269377396,1086,1581015003262236118,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015004268950291,1087,1581015004261718034,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015005269240768,1088,1581015005262005090,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015006270593512,1089,1581015006262025117,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015007270283777,1090,1581015007262640953,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015008270082752,1091,1581015008261957883,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015009270049249,1092,1581015009262598991,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015010270875158,1093,1581015010262942075,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015011267791655,1094,1581015011260935068,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015012269172385,1095,1581015012261990070,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015013266460449,1096,1581015013262120008,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015014270290448,1097,1581015014262008905,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015015270837413,1098,1581015015262506961,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015016270057252,1099,1581015016261987924,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015017269383072,1100,1581015017262435913,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015018269657150,1101,1581015018262820959,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015019269910412,1102,1581015019262756109,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015020270367592,1103,1581015020262459039,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015021269133490,1104,1581015021262474060,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015022269771671,1105,1581015022262459993,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015023269580536,1106,1581015023262248039,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015024270213410,1107,1581015024263215065,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015025269885946,1108,1581015025262680053,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015026270654296,1109,1581015026262537002,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015027269098580,1110,1581015027262160062,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015028270439493,1111,1581015028262283086,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015029271128077,1112,1581015029262684106,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015030271366074,1113,1581015030263098001,,42.3373816667,-71.0895666667,0.548333333333,327860.576005,4689350.98859,19,T
1581015031276331017,1114,1581015031262029886,,42.3373833333,-71.0895666667,0.555,327860.580553,4689351.17366,19,T
1581015032270103387,1115,1581015032261946916,,42.3373816667,-71.0895666667,0.558333333333,327860.576005,4689350.98859,19,T
1581015033268082449,1116,1581015033262725114,,42.3373816667,-71.0895666667,0.558333333333,327860.576005,4689350.98859,19,T
1581015034271185837,1117,1581015034262787103,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015035268705115,1118,1581015035262273073,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015036270500142,1119,1581015036263873100,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015037269811858,1120,1581015037263348102,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015038270127159,1121,1581015038262713909,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015039268633935,1122,1581015039262177944,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015040270091135,1123,1581015040262161016,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015041271532876,1124,1581015041263226985,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015042270058417,1125,1581015042262959957,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015043269045916,1126,1581015043262279987,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015044269083788,1127,1581015044261837959,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015045268970578,1128,1581015045262188911,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015046269723584,1129,1581015046262427091,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015047269259894,1130,1581015047262125015,,42.3373816667,-71.0895666667,0.56,327860.576005,4689350.98859,19,T
1581015048269029678,1131,1581015048262475013,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015049270864575,1132,1581015049262720108,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015050269120424,1133,1581015050262181997,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015051269234945,1134,1581015051262191057,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015052269696607,1135,1581015052261909961,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015053269255972,1136,1581015053262413024,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015054269362292,1137,1581015054262782096,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015055269305997,1138,1581015055262561082,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015056268760682,1139,1581015056261945009,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015057269483612,1140,1581015057262665987,,42.3373816667,-71.0895666667,0.561666666667,327860.576005,4689350.98859,19,T
1581015058268370773,1141,1581015058261498928,,42.33738,-71.0895666667,0.57,327860.571457,4689350.80352,19,T
1581015059268901396,1142,1581015059262056112,,42.3373816667,-71.0895666667,0.576666666667,327860.576005,4689350.98859,19,T
1581015060268548783,1143,1581015060261852979,,42.3373833333,-71.089565,0.585,327860.717859,4689351.17029,19,T
1581015061270166942,1144,1581015061262373924,,42.3373866667,-71.089565,0.591666666667,327860.726955,4689351.54043,19,T
1581015062268899004,1145,1581015062261782884,,42.3373883333,-71.0895633333,0.598333333333,327860.868809,4689351.72213,19,T
1581015063269241809,1146,1581015063261842966,,42.3373916667,-71.0895633333,0.603333333333,327860.877904,4689352.09227,19,T
1581015064268601211,1147,1581015064261579036,,42.337395,-71.0895616667,0.605,327861.024306,4689352.45904,19,T
1581015065268472073,1148,1581015065261812925,,42.3374,-71.08956,0.606666666667,327861.175256,4689353.01087,19,T
1581015066270833589,1149,1581015066263434886,,42.3374033333,-71.0895583333,0.608333333333,327861.321658,4689353.37764,19,T
1581015067269147252,1150,1581015067262099027,,42.3374066667,-71.0895583333,0.611666666667,327861.330754,4689353.74778,19,T
1581015068269294751,1151,1581015068261678934,,42.3374083333,-71.0895566667,0.613333333333,327861.472608,4689353.92948,19,T
1581015069270160944,1152,1581015069262083053,,42.337415,-71.089555,0.615,327861.628105,4689354.66639,19,T
1581015070271084399,1153,1581015070262453079,,42.3374216667,-71.0895533333,0.618333333333,327861.783603,4689355.4033,19,T
1581015071270802484,1154,1581015071262173891,,42.337425,-71.0895516667,0.618333333333,327861.930005,4689355.77006,19,T
1581015072270200234,1155,1581015072262211084,,42.3374266667,-71.08955,0.62,327862.071859,4689355.95176,19,T
1581015073269161538,1156,1581015073262279987,,42.3374283333,-71.08955,0.62,327862.076406,4689356.13683,19,T
1581015074269274680,1157,1581015074262008905,,42.3374333333,-71.0895483333,0.62,327862.227356,4689356.68867,19,T
