%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1581017653682868228,3338,0,,0.1834,-0.0876,0.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653707864020,3339,0,,0.1824,-0.0807,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653733181975,3340,0,,0.1781,-0.0817,0.3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653757814648,3341,0,,0.1823,-0.0876,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653783202392,3342,0,,0.1823,-0.091,0.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653807976017,3343,0,,0.1823,-0.0864,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653832885246,3344,0,,0.1845,-0.0808,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653857805120,3345,0,,0.1812,-0.0955,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653882654213,3346,0,,0.1823,-0.0922,0.3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653907818729,3347,0,,0.1835,-0.0739,0.3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653932991410,3348,0,,0.1824,-0.0819,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653957582386,3349,0,,0.1812,-0.0898,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017653982698792,3350,0,,0.1802,-0.0852,0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654007753870,3351,0,,0.1802,-0.0829,0.3698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654032656912,3352,0,,0.1823,-0.0909,0.3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654057935706,3353,0,,0.1834,-0.0841,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654082795333,3354,0,,0.1814,-0.0772,0.3673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654107369930,3355,0,,0.1813,-0.0806,0.3698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654132714031,3356,0,,0.1812,-0.0921,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654157780153,3357,0,,0.1823,-0.0863,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654182320814,3358,0,,0.1824,-0.0841,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654207358733,3359,0,,0.1834,-0.0842,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654232507076,3360,0,,0.1802,-0.0829,0.3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654257787367,3361,0,,0.1824,-0.083,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654282495750,3362,0,,0.1834,-0.0899,0.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654307247513,3363,0,,0.1813,-0.0864,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654333590641,3364,0,,0.1813,-0.0818,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654357353428,3365,0,,0.1813,-0.0784,0.3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654383067665,3366,0,,0.1801,-0.0921,0.3613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654407174049,3367,0,,0.1866,-0.0889,0.3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654433253240,3368,0,,0.1834,-0.0842,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654457170755,3369,0,,0.1823,-0.0854,0.3538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654483430780,3370,0,,0.1834,-0.0898,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654508339625,3371,0,,0.1833,-0.0922,0.3577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654533524061,3372,0,,0.1834,-0.0853,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654557065336,3373,0,,0.1812,-0.0899,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654583301587,3374,0,,0.1834,-0.091,0.3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654607955118,3375,0,,0.1812,-0.0921,0.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654633553346,3376,0,,0.1769,-0.0919,0.3673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654657618216,3377,0,,0.1802,-0.0886,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654682857766,3378,0,,0.1823,-0.0898,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654708177670,3379,0,,0.1803,-0.0795,0.3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654733084727,3380,0,,0.178,-0.0886,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654758104910,3381,0,,0.1801,-0.0909,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654782883720,3382,0,,0.1834,-0.0898,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654807971356,3383,0,,0.1791,-0.0864,0.3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654833388257,3384,0,,0.1823,-0.0921,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654857945502,3385,0,,0.1802,-0.0886,0.3637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654882685208,3386,0,,0.1812,-0.0909,0.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654907695410,3387,0,,0.1802,-0.0818,0.3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654933141952,3388,0,,0.1824,-0.083,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654958175088,3389,0,,0.1834,-0.083,0.3613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017654982982566,3390,0,,0.1823,-0.0863,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655008328680,3391,0,,0.1813,-0.0853,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655033490696,3392,0,,0.1813,-0.0807,0.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655058065653,3393,0,,0.1824,-0.0818,0.3637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655082936547,3394,0,,0.1802,-0.0851,0.3699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655107848388,3395,0,,0.1824,-0.083,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655132775797,3396,0,,0.1844,-0.0922,0.3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655157744320,3397,0,,0.1844,-0.09,0.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655182964065,3398,0,,0.1845,-0.0843,0.3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655207810727,3399,0,,0.1834,-0.0887,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655232947339,3400,0,,0.1845,-0.0865,0.3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655258080026,3401,0,,0.1823,-0.0865,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655282858733,3402,0,,0.1834,-0.082,0.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655307904402,3403,0,,0.1813,-0.0863,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655332906069,3404,0,,0.1823,-0.0909,0.3689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655357743333,3405,0,,0.1834,-0.091,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655382725129,3406,0,,0.1824,-0.0819,0.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655407741018,3407,0,,0.1844,-0.091,0.3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655433207986,3408,0,,0.1823,-0.0887,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655457725975,3409,0,,0.1802,-0.0897,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655482341829,3410,0,,0.1822,-0.0955,0.3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655507569069,3411,0,,0.1812,-0.0932,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655532870604,3412,0,,0.1802,-0.0841,0.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655557510014,3413,0,,0.1791,-0.0841,0.3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655582631421,3414,0,,0.1824,-0.0829,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655607017681,3415,0,,0.1813,-0.0807,0.3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655632579754,3416,0,,0.1834,-0.0853,0.3576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655657625326,3417,0,,0.1846,-0.0774,0.3587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655683881094,3418,0,,0.1824,-0.0807,0.3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655706800028,3419,0,,0.1792,-0.0829,0.3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655731955117,3420,0,,0.1833,-0.0944,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655758241803,3421,0,,0.1812,-0.091,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655783405205,3422,0,,0.1834,-0.083,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655807235204,3423,0,,0.1813,-0.0795,0.3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655833122156,3424,0,,0.1791,-0.092,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655857306750,3425,0,,0.1823,-0.0853,0.3613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655882993184,3426,0,,0.1824,-0.083,0.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655906892502,3427,0,,0.1813,-0.0864,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655932882351,3428,0,,0.1812,-0.091,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655957868790,3429,0,,0.1823,-0.0899,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017655982802706,3430,0,,0.1802,-0.0818,0.3586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656006929155,3431,0,,0.1813,-0.0865,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656034138124,3432,0,,0.1844,-0.091,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656057772390,3433,0,,0.1824,-0.0852,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656082838123,3434,0,,0.1801,-0.0909,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656107549923,3435,0,,0.1802,-0.0864,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656132897566,3436,0,,0.1801,-0.0909,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656158004024,3437,0,,0.1834,-0.0852,0.3713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656184103501,3438,0,,0.178,-0.0874,0.3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656208126268,3439,0,,0.1813,-0.0841,0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656232981639,3440,0,,0.1812,-0.0932,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656258168203,3441,0,,0.1813,-0.0864,0.3575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656282799963,3442,0,,0.1824,-0.0819,0.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656308190896,3443,0,,0.1781,-0.0817,0.3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656332871041,3444,0,,0.1813,-0.0829,0.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656357976790,3445,0,,0.1813,-0.0841,0.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656383049953,3446,0,,0.1824,-0.0842,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656407898230,3447,0,,0.1813,-0.0784,0.3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656433244730,3448,0,,0.1813,-0.0818,0.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656457876178,3449,0,,0.1822,-0.0945,0.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656482951868,3450,0,,0.1833,-0.0922,0.3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656508229876,3451,0,,0.1824,-0.0785,0.3537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656532834563,3452,0,,0.1813,-0.0819,0.3549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656557856146,3453,0,,0.1834,-0.0864,0.3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656582787594,3454,0,,0.1823,-0.0899,0.3576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656607738871,3455,0,,0.1823,-0.091,0.3577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656632863752,3456,0,,0.1834,-0.0819,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656657625402,3457,0,,0.1834,-0.0876,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656682931272,3458,0,,0.1823,-0.091,0.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656707576188,3459,0,,0.1824,-0.0829,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656732826744,3460,0,,0.1834,-0.0842,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656759228952,3461,0,,0.1834,-0.0898,0.3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656782619663,3462,0,,0.1801,-0.0909,0.3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656808444714,3463,0,,0.1856,-0.0796,0.3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656832675696,3464,0,,0.1791,-0.0875,0.3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656858188640,3465,0,,0.1801,-0.0909,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656882579522,3466,0,,0.1813,-0.0829,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656907711140,3467,0,,0.1802,-0.0886,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656932899822,3468,0,,0.1823,-0.0932,0.3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656957685772,3469,0,,0.1812,-0.0898,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017656982686830,3470,0,,0.1813,-0.0842,0.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657008100865,3471,0,,0.1834,-0.083,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657032647812,3472,0,,0.1857,-0.0762,0.3687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657057229355,3473,0,,0.1845,-0.0841,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657082399446,3474,0,,0.1834,-0.0842,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657106971008,3475,0,,0.1823,-0.0922,0.3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657132995808,3476,0,,0.1834,-0.0854,0.3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657156867330,3477,0,,0.1824,-0.0808,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657181905672,3478,0,,0.1834,-0.0864,0.3626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657206847895,3479,0,,0.1813,-0.0852,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657233051193,3480,0,,0.1824,-0.0842,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657257347867,3481,0,,0.1823,-0.0888,0.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657283401928,3482,0,,0.1802,-0.0897,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657307244796,3483,0,,0.1823,-0.0909,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657333286235,3484,0,,0.1791,-0.0898,0.3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657357936197,3485,0,,0.1802,-0.0863,0.3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657382954709,3486,0,,0.1834,-0.091,0.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657406983179,3487,0,,0.1812,-0.0898,0.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657433986271,3488,0,,0.1835,-0.0818,0.3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657457622118,3489,0,,0.1802,-0.0852,0.3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657482923688,3490,0,,0.1802,-0.0829,0.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657508127597,3491,0,,0.1824,-0.0819,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657532612181,3492,0,,0.1813,-0.083,0.3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657557802090,3493,0,,0.1824,-0.0829,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657582737154,3494,0,,0.1814,-0.0783,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657607800283,3495,0,,0.1856,-0.0854,0.3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657633198010,3496,0,,0.1823,-0.0876,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657657913100,3497,0,,0.1802,-0.083,0.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657682976826,3498,0,,0.1802,-0.0875,0.3637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657707568113,3499,0,,0.1812,-0.0932,0.3626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657732602500,3500,0,,0.1812,-0.091,0.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657757344407,3501,0,,0.1824,-0.0773,0.3586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657785409787,3502,0,,0.1813,-0.083,0.3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657807384619,3503,0,,0.1833,-0.0921,0.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657832436859,3504,0,,0.1812,-0.091,0.3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657857567399,3505,0,,0.1824,-0.0842,0.3575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657882567117,3506,0,,0.1835,-0.0797,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657907678457,3507,0,,0.1834,-0.0841,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657933174680,3508,0,,0.1812,-0.0898,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657957470128,3509,0,,0.1813,-0.084,0.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017657982338682,3510,0,,0.1812,-0.0887,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658007373130,3511,0,,0.1813,-0.0852,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658033002651,3512,0,,0.1781,-0.0851,0.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658057180893,3513,0,,0.1824,-0.0806,0.3711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658082554993,3514,0,,0.1813,-0.0841,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658107452426,3515,0,,0.1801,-0.0909,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658133529286,3516,0,,0.1824,-0.0842,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658157398435,3517,0,,0.1802,-0.0829,0.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658182153755,3518,0,,0.1845,-0.0842,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658207512274,3519,0,,0.1824,-0.0829,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658232492212,3520,0,,0.1791,-0.0875,0.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658258558187,3521,0,,0.1834,-0.091,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658282368042,3522,0,,0.1824,-0.0842,0.3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658307473536,3523,0,,0.1845,-0.0842,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658332364334,3524,0,,0.1812,-0.0899,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658356879340,3525,0,,0.1823,-0.091,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658383451323,3526,0,,0.1835,-0.0796,0.3587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658406994999,3527,0,,0.1845,-0.0842,0.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658432160648,3528,0,,0.1824,-0.0841,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658456990446,3529,0,,0.1823,-0.0886,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658482804151,3530,0,,0.179,-0.0931,0.3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658507168516,3531,0,,0.1813,-0.0853,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658532814040,3532,0,,0.1802,-0.0875,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658557306235,3533,0,,0.1813,-0.083,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658583212565,3534,0,,0.1824,-0.0806,0.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658607293817,3535,0,,0.1812,-0.0909,0.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658633545521,3536,0,,0.1823,-0.0932,0.3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658658212190,3537,0,,0.1823,-0.0887,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658682883193,3538,0,,0.1824,-0.083,0.3575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658707932475,3539,0,,0.1814,-0.0773,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658733126234,3540,0,,0.1814,-0.0738,0.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658757477666,3541,0,,0.1802,-0.0841,0.3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658782928311,3542,0,,0.1802,-0.0829,0.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658808132081,3543,0,,0.1856,-0.0797,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658833124474,3544,0,,0.1845,-0.0808,0.3576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658858087764,3545,0,,0.1823,-0.091,0.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658882762974,3546,0,,0.1823,-0.0888,0.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581017658907855480,3547,0,,0.1812,-0.091,0.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
